2023-12-04 %M:18, INFO: (config) encodertype:vae,beta: 0.000250, seq_length: 4, 
2023-12-04 %M:18, INFO: Learning rate:0.001000
2023-12-04 %M:56, INFO: (Epoch 259) recon_loss: 23.0041, k_loss: 1270.7995
2023-12-04 %M:58, INFO: (Eval Epoch 260) recon_loss: 61.0814, k_loss: 1257.7705
2023-12-04 %M:53, INFO: (Epoch 260) recon_loss: 23.0548, k_loss: 1266.0867
2023-12-04 %M:56, INFO: (Epoch 261) recon_loss: 23.0827, k_loss: 1261.6170
2023-12-04 %M:53, INFO: (Epoch 262) recon_loss: 23.0917, k_loss: 1262.0852
2023-12-04 %M:55, INFO: (Epoch 263) recon_loss: 23.0035, k_loss: 1259.2380
2023-12-04 %M:58, INFO: (Epoch 264) recon_loss: 22.9792, k_loss: 1256.3619
2023-12-04 %M:55, INFO: (Epoch 265) recon_loss: 23.1766, k_loss: 1257.7670
2023-12-04 %M:58, INFO: (Epoch 266) recon_loss: 22.9379, k_loss: 1254.5238
2023-12-04 %M:55, INFO: (Epoch 267) recon_loss: 22.8080, k_loss: 1250.3783
2023-12-04 %M:57, INFO: (Epoch 268) recon_loss: 23.0063, k_loss: 1248.4683
2023-12-04 %M:54, INFO: (Epoch 269) recon_loss: 22.8980, k_loss: 1247.8961
2023-12-04 %M:57, INFO: (Epoch 270) recon_loss: 22.8559, k_loss: 1243.6874
2023-12-04 %M:54, INFO: (Epoch 271) recon_loss: 22.8944, k_loss: 1244.8073
2023-12-04 %M:57, INFO: (Epoch 272) recon_loss: 22.8879, k_loss: 1242.2994
2023-12-04 %M:54, INFO: (Epoch 273) recon_loss: 22.8022, k_loss: 1237.4421
2023-12-04 %M:57, INFO: (Epoch 274) recon_loss: 22.8992, k_loss: 1236.5039
2023-12-04 %M:53, INFO: (Epoch 275) recon_loss: 22.7688, k_loss: 1236.9084
2023-12-04 %M:56, INFO: (Epoch 276) recon_loss: 22.8254, k_loss: 1234.6733
2023-12-04 %M:53, INFO: (Epoch 277) recon_loss: 22.4890, k_loss: 1233.4468
2023-12-04 %M:56, INFO: (Epoch 278) recon_loss: 22.5889, k_loss: 1232.2203
2023-12-04 %M:52, INFO: (Epoch 279) recon_loss: 22.6165, k_loss: 1231.6809
2023-12-04 %M:54, INFO: (Eval Epoch 280) recon_loss: 61.7895, k_loss: 1199.0491
2023-12-04 %M:55, INFO: (Epoch 280) recon_loss: 22.5160, k_loss: 1226.9028
2023-12-04 %M:58, INFO: (Epoch 281) recon_loss: 22.6463, k_loss: 1225.6415
2023-12-04 %M:55, INFO: (Epoch 282) recon_loss: 22.5639, k_loss: 1224.0981
2023-12-04 %M:58, INFO: (Epoch 283) recon_loss: 22.6441, k_loss: 1223.2199
2023-12-04 %M:54, INFO: (Epoch 284) recon_loss: 22.4595, k_loss: 1219.0601
2023-12-04 %M:57, INFO: (Epoch 285) recon_loss: 22.3610, k_loss: 1218.7058
2023-12-04 %M:54, INFO: (Epoch 286) recon_loss: 22.2865, k_loss: 1219.0280
2023-12-04 %M:57, INFO: (Epoch 287) recon_loss: 22.4285, k_loss: 1216.8942
2023-12-04 %M:54, INFO: (Epoch 288) recon_loss: 22.4515, k_loss: 1214.3708
2023-12-04 %M:56, INFO: (Epoch 289) recon_loss: 22.1616, k_loss: 1212.6294
2023-12-04 %M:53, INFO: (Epoch 290) recon_loss: 22.4768, k_loss: 1207.9141
2023-12-04 %M:56, INFO: (Epoch 291) recon_loss: 22.2600, k_loss: 1208.6366
2023-12-04 %M:53, INFO: (Epoch 292) recon_loss: 22.2826, k_loss: 1204.8469
2023-12-04 %M:56, INFO: (Epoch 293) recon_loss: 21.9833, k_loss: 1203.7232
2023-12-04 %M:53, INFO: (Epoch 294) recon_loss: 22.3505, k_loss: 1202.8621
2023-12-04 %M:55, INFO: (Epoch 295) recon_loss: 22.2158, k_loss: 1203.0036
2023-12-04 %M:58, INFO: (Epoch 296) recon_loss: 22.3631, k_loss: 1200.5887
2023-12-04 %M:55, INFO: (Epoch 297) recon_loss: 22.1217, k_loss: 1201.8945
2023-12-04 %M:58, INFO: (Epoch 298) recon_loss: 22.2526, k_loss: 1200.7463
2023-12-04 %M:55, INFO: (Epoch 299) recon_loss: 21.9642, k_loss: 1202.0632
2023-12-04 %M:56, INFO: (Eval Epoch 300) recon_loss: 62.0704, k_loss: 1192.1658
2023-12-04 %M:58, INFO: (Epoch 300) recon_loss: 21.8795, k_loss: 1198.6241
2023-12-04 %M:59, INFO: Phase : test, sequential data : 8945
2023-12-04 %M:01, INFO: (Test) recon_loss: 62.9522, k_loss: 1192.8450
